"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"hehe","0","0","2025-11-01T03:47:36.000Z","labubuta660","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7253728440435033090","7567598575866282769","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9b8097864bdb4bfd373d5a969e0665a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=56e81953&x-expires=1762776000&x-signature=bwadNe3d%2Bu7B97UAn2%2F2KNvsMbc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"padahal akibat nya udah bisa di liat secara langsung Lo kok masih nyngkal doa nya 🗿","0","0","2025-11-02T05:10:46.000Z","benny28283","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6964921255284311042","7567991071067046673","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2456904f0c2b0587814280e67bf77c51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=63653c9d&x-expires=1762776000&x-signature=Im5mUMkdu7ny9Kz1UKYgZB9dxKw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ini lah pom yg di Surabaya itu toh , seng tempate gak terlalu gede","1","0","2025-11-01T04:16:28.000Z","haimasmaul","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6946751895688856578","7567605955594453777","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/a453bfdb3ecf72bc972ea1e6e274d799~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3ef19a05&x-expires=1762776000&x-signature=NCaJXWOmmYSESzI%2BKR7dWBrshuw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kok gua pakai pertalite aman aman ajai?","1","0","2025-11-01T02:02:42.000Z","mahdymmpmv","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6851161397348828162","7567571528638284552","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/59be4f9d2d73c9d5979eca0091aa1c0b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=82a0ea9b&x-expires=1762776000&x-signature=3cZgEUxAsepfQ7sdMvRFQxIWigg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ganti saja menterinya,biar gak kerja numpang keren saja","1","0","2025-11-01T12:13:17.000Z","gede.putra867","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7180264175103575042","7567728874555048724","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7acebb373a1799f12583ea7b6eeaa6f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1ab39052&x-expires=1762776000&x-signature=GH22Ypc%2Fkua0PELDyXXwCXj5zhM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalau SPBU yg bukan no SPBU nya diawali 31, semua bbm di oplos ga murni pertalite,pertamax...itu kabar yg real sy terima dari tmn yg kerja di Priok","1","0","2025-11-01T08:00:12.000Z","ayahnya_royan3","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7501634632279491591","7567663104290095879","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9ba1d59ec099ce7567a27afa3f2f0af5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac2074be&x-expires=1762776000&x-signature=pMSPv1p6PWG2hAfzpWqfGkJtguM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Kalau mau sidak jgn ke lapangan tapi ke yang bikin aturan. Orang mereka yang main.","1","0","2025-11-01T05:53:07.000Z","ari_r.hakim313","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7414807792777741318","7567630924722078482","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/63d9cf62fcc6046c407c5b39da33601f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c34d8bda&x-expires=1762776000&x-signature=AuBFai3R6BBIprwTub1WAhp%2BKww%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pom bensin emang ada yg nakal ada juga yg bener , kalau di botol itu dari tangki motor dimasukin ke botol Aqua untuk bukti...","1","0","2025-11-01T02:28:33.000Z","barok29898","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7048099268813276187","7567578163108692754","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fc6e42d459e28a701e4c17d83fd5b00c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=de7d9ee3&x-expires=1762776000&x-signature=ggkRtpX1ilcJ4HKxw2Xaup501yc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"semua pom bensin mesti di adakan pemeriksaan","1","0","2025-11-01T12:27:15.000Z","supriyono3985","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7492443253460108295","7567732492963595029","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5f6a69239237a4d851f7b9e17a0e18a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b1d28612&x-expires=1762776000&x-signature=vHakOD1fXG6oAsg98%2BgU7qjAeGs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"disuruh beli motor mobil listrik","1","0","2025-10-31T23:26:53.000Z","randomsangatt1","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7470096635927381008","7567531312291906320","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dc4901f17535255276d5e84e57f5358d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7772a9c5&x-expires=1762776000&x-signature=cZO23ZbGZ5CSVnihyNnXUvpx3zA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"berhenti membohongi public ..uda cukup rakyat makan hati dari pemerintah dan oknum..untuk pengendara waktu mreka habis dan mogok..dan untuk grab / gojek mreka kreta mogok brp banyak orderan di cancel dan di maki2 org..","1","0","2025-11-01T06:53:45.000Z","muei777","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6886082371604939778","7567646520343839495","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d1d95efffd053de81b07b403fc929864~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ab27476&x-expires=1762776000&x-signature=Ra1BmrmgF9dkiJGdFnBVUTPQJB0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"motor saya jugo blakangan ini brebet njirrr","1","0","2025-11-01T11:19:58.000Z","zafina.humaira","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7567421671017186360","7567715142340690706","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0753619fe9754a3d874573307011e735~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=27047a2d&x-expires=1762776000&x-signature=NazW%2BRCoBweyJMVlOG4t2%2FoNCEM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"tolong diresufle pak presiden","1","0","2025-11-01T13:41:28.000Z","soviansyah4","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7393994265871582209","7567751621754536711","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cf17499d6174e950ee939659eb8a6231~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0a515a55&x-expires=1762776000&x-signature=8mxX%2FCBO6rkDiUweqLIY2SToJr8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"itu ulah bahlil","3","0","2025-11-01T00:57:59.000Z","razta051","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7178235750017025025","7567554813782885141","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b9706d5c7fceb1cc40c3d5c965e3f7bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea071bb6&x-expires=1762776000&x-signature=LHpFNomDRs0c3t6D%2Fmu0rALg71A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"UDHLH....GK USAH LGI. KASIHAN KENDARAAN ORG, RUSAK MESINNYA. YG LAIN AJA YA Ciiii.. ,,, i lov u","1","0","2025-11-01T08:31:09.000Z","c.rumanti","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7189857958300451866","7567671650381333266","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cc1bb0246ea41846cf414e57db04fd61~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d28f1d48&x-expires=1762776000&x-signature=%2F9tJX84MmvNN%2BLRe0%2Bp4ymku4aQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sepeda saya juga brebet","1","0","2025-11-01T08:40:50.000Z","iraandari19","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6806436865089733634","7567674141068034836","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/25aa8ee1bca5222d43a1390422215751~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=31037b77&x-expires=1762776000&x-signature=YPwAhtGDgE6BwJyn6BunA7L%2BNx0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😅😂minyak pertalit ternyata di oplos etanol √
minyak pertamak ternya isi pertalit √
Iya sudah kembalikan saja minyak bensin seperti dulu🤩
dan adakan solar bukan biosolar.
mana hargasudah mahal KKN","1","0","2025-11-01T01:33:49.000Z","nando.kurniawan","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7364740554172187654","7567564087719772936","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7364741698035728390~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abe89a7a&x-expires=1762776000&x-signature=I9lfC079RWV4jWvqlSgMHI2TGMc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"itulah kenapa kita dilarang membeli BBM di SPBU gak boleh pakai jerigen atau wadah lain, selain langsung ke tanki kendaraan bermotor.","1","0","2025-11-01T04:30:36.000Z","7997sis","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7482065004663194645","7567609665668956946","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5b654f63142cc7208fb05d31a47ec6d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1fd48764&x-expires=1762776000&x-signature=6cO3h7IlsLrwKQ21t0zKcmw%2Fzb4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Yaallah zalim banget 😭","0","0","2025-11-01T03:36:32.000Z","ayhandmadeaceh.official","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7492251502380614674","7567595713124532999","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/40e6a65ba183e8447ce702a722d7c6f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=34afb607&x-expires=1762776000&x-signature=bGN%2FN0aqSxhVUcO8RFImHPW5ZeY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"motor ku juga😭","0","0","2025-10-31T22:26:40.000Z","lia.nasution47","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7499089360579970055","7567515831568188181","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4610fe7f82e1e6639cecd7ead60c3107~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b032bd36&x-expires=1762776000&x-signature=iSC6kAiuVYHmVnHF%2BSppOSFZwLw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ket grng heboh pertalite brebet wes gatau tuku pertalite, ancen tk rasakno nek pdhku gae pertalite gas e uwabot eh lakok saiki heboh garai brebet🤣","0","0","2025-11-04T14:52:56.000Z","trielia0","https://www.tiktok.com/@gilchsa/video/7567227706992086290","6544691350268297217","7568883304431928072","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/28bc00d9685eeeb40d8fd2b3f8c28b18~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=310c336d&x-expires=1762776000&x-signature=worI3VGOwf%2Bu0mnFzrIzJiHeEcI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mba coba pas isi bensin di videoin, di kaltim bisa ajuin dana buat perbaikan motor","0","0","2025-11-05T01:21:59.000Z","qnthad15","https://www.tiktok.com/@gilchsa/video/7567227706992086290","6878815854235780098","7569045325287572244","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0837520fb53968944fa2f6f636bf2822~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b408e36&x-expires=1762776000&x-signature=G46%2FQXjOIa4Ui0RwIBZCvaAI3b0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"podo mbk sepadae mbk ku yo kenek njir","0","0","2025-11-05T05:17:48.000Z","nurliutami","https://www.tiktok.com/@gilchsa/video/7567227706992086290","6817301332564165634","7569106150311543560","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/92ed93e88d22c4b1a192f3714d285ee8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f5c7192f&x-expires=1762776000&x-signature=56htnA7ARSE8ITv9G9R5e1BYtog%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Wali kota malang bisa gak sih seperti cak ji🥺","1","0","2025-11-01T07:31:09.000Z","temenselamanyaselalau","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6968443558152569857","7567656188206170887","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7558fc7b8b194729d9a67d73173174c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7642e0ac&x-expires=1762776000&x-signature=8zdcSC32fVn%2FtBwt9d5wrw%2BO9wc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"apakah iniii yang bikin motor gw kedutt kedutan kalo di bawa jalan 😌","1","0","2025-11-01T12:52:17.000Z","lifaa.alifa","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7357370980141302789","7567738947624387336","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2b17e5f851487688190e6473cf4e7294~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aba531a9&x-expires=1762776000&x-signature=5XIahB5gWoCm3JCdF0duCM2%2FkYU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"akibat termul masih menjabat Dirut Pertamina hancur sudahhh","2","0","2025-11-01T01:17:45.000Z","rotibakarmm","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7064422306357412870","7567558961404101397","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/66c610e11be8023db074b3c7187d352d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e576e5c9&x-expires=1762776000&x-signature=UroErqGFvXWhd4O3ryiK%2FV7Zw5c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"rindu shell","1","0","2025-11-01T00:08:48.000Z","amgp070","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","7433008088796169236","7567542149014520584","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f5a2489eca6c85c69540e5b4d3a6f389~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc1be87a&x-expires=1762776000&x-signature=Aob0dRvJTROCaIsDwoAT825oAWc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"liat cctv kalau bapa itu isi bengsin di situ kan ada cctv","1","0","2025-10-31T21:55:05.000Z","bobbysatria06","https://www.tiktok.com/@lensaberita2/video/7567248261988273424","6794002242708390914","7567507690948821767","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e01bd113594326ec7a2a21bab41833ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=12072803&x-expires=1762776000&x-signature=PgAd41%2BbethxAwxewDPfhNybBZ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"hello","0","0","2025-11-01T07:02:36.000Z","lindakramer1.11","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7534278371619783688","7567648018556830480","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/44539b0e683d374d44921e78d0429114~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=14e84aa7&x-expires=1762776000&x-signature=6lg2c923e0CKHquFzu3ATRtgOKk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"bzirr
bener banget kemaren abis ganti busi 😭
motor ga nyala
org bengkel malah bilang fuel pump
masa sampe sjuta servis 😭","0","0","2025-11-01T06:37:38.000Z","i_am_energen_coklat","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6962780829307470850","7567642364724331272","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c8caafe391cffe78a7b89e81050b756e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8fbdfdbb&x-expires=1762776000&x-signature=3yRpNXMg%2BVrZeYW0LD778LwNtU0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"","0","0","2025-11-01T05:38:48.000Z","is_fnx","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7501297573469504558","7567627123742163742","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e5b89f925168e886ee6c74457f8afcb3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7294327b&x-expires=1762776000&x-signature=XG0%2Be%2BZWUiog3ULxTBpjF7Jb4As%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"bang tahun depan usaha jasa bengkel kyaknya bakal d pajekin nih. karna skrg udah d bantu sm BUMN.","0","0","2025-11-01T04:45:24.000Z","kazatlo","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6552479877110120449","7567613456511501063","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4e4144beddae9d45f9029d00506ca96c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=af52adc7&x-expires=1762776000&x-signature=FmcggleXM6pXCwHfrrZV9dXu63s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"untungnya seminggu ini blm ngisi, baru isi suami kmren langsung ke indomobil..","0","0","2025-11-01T03:54:25.000Z","febryaninur","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6925087132982592513","7567600343987585799","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3c9889a3877b6c05dfa5c4b5e0cd172f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=93a416ae&x-expires=1762776000&x-signature=Wd9ymznaKwCaAQ%2BDhwnd%2ByjAAgY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"bahlil maksa kita bli pertamax","218","7","2025-10-31T05:50:26.000Z","daunkunjuy3","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7094872876977193989","7567259141212291860","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a274cf7b9d5e2faab510c1c030dc0313~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d8c352f&x-expires=1762776000&x-signature=G9xeHGJQKv5mVt6nq%2F2IxDzl3b4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ih motor gw jg gituu😭 jdi krna bensinny tohh","1","2","2025-10-31T07:52:37.000Z","nblnna113","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6845992170606281730","7567290052226614023","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d5e08abbb3a5d4433c4ba27366bd8c78~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd01c9d6&x-expires=1762776000&x-signature=sUhRPlSa6Q4DB7XkVvtckyMBkZU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalian ingat rizky riplay? kejadian nya mirip kayak kasus pertamina dlu","1","0","2025-11-05T07:40:29.000Z","zennayo1","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7537674132588528661","7569142940967158535","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8cf4413a7c33adc0c7bfde8043c66ace~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cf3c725f&x-expires=1762776000&x-signature=HbvwwglM%2B%2FMm7ErCcxoNUqKH7xk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"goblin ajh","1","0","2025-10-31T05:54:23.000Z","friza_editt","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6809305870847067138","7567260134541886229","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d7040e0c6cc9daa234729411cad3989f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d60bb5a&x-expires=1762776000&x-signature=xk4QR%2FmsIbXc1%2FThCTyUMpu14Os%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"dh saatny stop pke pertamina","1","0","2025-10-31T06:55:14.000Z","mortavita_","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7038272277599437825","7567275842440659720","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/21eccdfe7017f701763f0a14e62aab03~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3916fdc9&x-expires=1762776000&x-signature=QZC5QqVVJ2ezCQ5mNkHqklgo6no%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kemarin kasus pertamax
sekarang pertalite negeri apa ini","1","0","2025-10-31T06:13:38.000Z","khum4irohctk_20l3","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7481300617409004562","7567264285304570631","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/efdde8fe5cb6293324ec3a074f0beca2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a4e218bc&x-expires=1762776000&x-signature=8DHavuGv4l6AV99fLBnBxHJBvhY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ingat kata gus iqdam bahwa Bahlil itu seperti nabi, makanya jangan di ragukan kemuliaannya","1","0","2025-11-01T14:57:53.000Z","asceddim","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6708652515611165698","7567771323994292999","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6bf98f909b79d4660bd17b4f684fc601~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71a004ac&x-expires=1762776000&x-signature=iDHZgzUT70vbpIQcvLCxuMo5bvY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bahlil sama jokowi cerdas si. sengaja bikin etanol 10% biar motor pada rusak, terus biar pada naik whoosh nya jokowi🤭","1","0","2025-10-31T06:51:45.000Z","nowppen","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6868081988785832961","7567274943845548807","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5f3ef2b8c1cda615d7618952e81c1ad9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=10cc64fd&x-expires=1762776000&x-signature=4NDQAv1jQRaZuUN0aG29PmVzap8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"motor gw juga bangsattt Scoopy katanya sensor injektor nya kena air blok nya di buka gosong pdhal motor ga pernah telat ganti oli bensin selalu full","0","0","2025-11-03T11:09:33.000Z","soundwave266","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7538651264420234258","7568454638615429895","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c336a58cbae5b5343e4deef0e8591ae2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f3e63041&x-expires=1762776000&x-signature=jFs9oHJQufN%2BQp5Wiaqbw1SvqEk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"baru bgt tadi🤣","0","0","2025-11-01T07:45:50.000Z","reynandaaaa17","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6831744265502606338","7567659928330306321","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f99299a78c6d2ba952e696ecebcd544d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=daf99f61&x-expires=1762776000&x-signature=BIjYZOxYX9oWpe5dFbXnUSsb6Uc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"guys ini percuma isi bensin sama si merah yg ada malah rusak, kecuali isi bensin di swasta","0","0","2025-11-01T10:09:06.000Z","omona532","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6854235297656423425","7567696887575888661","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/12f8f07d3122afb81541b3068f44c98e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9a47a0f8&x-expires=1762776000&x-signature=YRWhEEysDJsFQ8VugJ6kXOgi0Xw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kan udah paling enak beli bensin botolan","0","0","2025-11-08T05:37:40.000Z","c15122709","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7303496177201366021","7570224512979141396","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5d01a08c66b67daa342efb502c3a9b16~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b9ab57c&x-expires=1762776000&x-signature=VD9Yjx3463iJgWzMAURy%2BgCc6Ko%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"buset bang gua sekali jalan, motor bisa mati 3-5 kali","0","0","2025-11-01T07:59:30.000Z","flowersncandles","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","6871896429142066178","7567663489470366482","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3292b28e5e3684d175ade6b5f44ba48d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7efba49d&x-expires=1762776000&x-signature=zItP5rkuhOb1%2F93C%2BhDyfy4MGNY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"indonesia menjelang 2026 ada2 aja gebrakannya🗿","1","0","2025-10-31T15:22:09.000Z","musical.ly.id","https://www.tiktok.com/@geraldvincentt/video/7567254735003192583","7478893146040419344","7567406489816531733","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f52a354d41ca75f4f21e350043bd397e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1e7d45a9&x-expires=1762776000&x-signature=RopR7Mq8MdF6GaKudRAl7NmIpDg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
