text_clean_joined,sentiment_gemini
pom bensin emang nakal bener botol tangki motor dimasukin botol aqua bukti,negatif
pom bensin mesti adakan periksa,negatif
suruh beli motor mobil listrik,netral
henti bohong public uda rakyat makan hati perintah oknumuntuk kendara mreka habis mogokdan grab gojek mreka kreta mogok brp order cancel maki org,negatif
motor jugo blakangan brebet njirrr,negatif
tolong diresufle presiden,negatif
ulah bahlil,negatif
udhlhgk lgi kasihan kendara org rusak mesin aja ya ciiii i lov,negatif
sepeda brebet,negatif
minyak pertalit oplos etanol minyak tamak ter isi pertalit iya kembali minyak bensin adakan solar bukan biosolar hargasudah mahal kkn,negatif
larang beli bbm spbu tidak pakai jerigen wadah langsung tank kendara motor,netral
yaallah zalim banget,negatif
motor ku,netral
ket grng heboh pertalite brebet wes tidak tuku pertalite ancen tk rasakno nek pdhku gae pertalite gas e uwabot eh lakok saiki heboh garai brebet,negatif
mba coba pas isi bensin videoin kaltim ajuin dana baik motor,netral
podo mbk sepadae mbk ku yo kenek njir,negatif
wali kota malang tidak cak ji,negatif
iniii motor kedutt kedut bawa jalan,negatif
akibat termul jabat dirut pertamina hancur sudahhh,negatif
rindu shell,negatif
liat cctv bapa isi bengsin situ cctv,netral
hello,netral
bzirr bener banget kemaren abis ganti busi motor tidak nyala orang bengkel bilang fuel pump sampe sjuta servis,negatif
bang usaha jasa bengkel kyaknya pajekin karna skrg bantu sm bumn,netral
untung minggu blm ngisi isi suami kmren langsung indomobil,positif
bahlil maksa bli pertamax,negatif
ih motor gituu krna bensinny tohh,negatif
rizky riplay jadi kayak pertamina dlu,negatif
goblin,negatif
saatny stop pke pertamina,negatif
kemarin pertamax pertalite negeri,netral
gus iqdam bahlil nabi jangan ragu mulia,positif
bahlil jokowi cerdas si sengaja etanol motor rusak whoosh jokowi,negatif
motor bangsattt scoopy sensor injektor kena air blok buka gosong pdhal motor tidak telat ganti oli bensin full,negatif
guys isi bensin si merah rusak kecuali isi bensin swasta,negatif
enak beli bensin botol,positif
buset bang gua jalan motor mati kali,negatif
indonesia jelang aja gebrak,positif
ku campur air,netral
pantesan,netral
ngene ki lak jadi bahan bakar e pesawat campur etanol trus pesawat e macet ndk duwur sp sing tanggung,negatif
gegara si kuah rawon mbaaaaak,netral
gantio turbo saiki elek pertalite tamax,negatif
tenang mbak pertamina blm puas rakyat blm bahan coba jan giatel tel tel,negatif
sepeda motor mati mati an isi bensin,negatif
berkah bengkel,netral
untung beli,positif
ya allah kenapaaa indonesia niee jatuh orang atas,negatif
mobil gimana,netral
samarinda sblm lebaran smpi hbs lebaran kaya gin pertalite pertamax brebetngeluh jabat gubernur kaltim bilang motor jarang servis kena ad motor dealer,negatif
rusak motor,negatif
paket pertamax aja brebet bang anjiir,negatif
mtr ku cape bolak bengkel smpe nang dorong benerin harga benerin ya pulpam smpe habis kali masuk bengkel bensin pul ko ngeberebet,negatif
motor mogok mrebet,negatif
huemm negara,negatif
motor ku brebet njir,negatif
tangkap,negatif
ethanol edar motor temen guna pertalite brebet situ tidak pake pertalite enak pke pertamax,negatif
ayo cak ji bantu rakyat komplain sampur etanol bbm pertamina,negatif
november bernya apaa,netral
pantes beli bensin pake drigen tidak maubiar tidak liat campuranya,negatif
kota malang sepeda motor brebet woii,negatif
sepeda ku rusak gara bensin,negatif
upload cctv,negatif
gua beli ecer botol,netral
motor dadi draculaaa,negatif
pokok bensin jorok,negatif
jahat banget,negatif
capur air,negatif
semenjak isi vivo pas msh aman aja skrg vivoshell bnyk kosong tidak pertamina motor brebet parah gtu ngebul bau bensin mtr taro rumah aja tidak kepake mls ngisi pom pertamina tj aja aman ojol bayar brp dri pda bnerin mtr,negatif
buat koruptor geng solo,negatif
motor jadul ku kasih pertamax,netral
motor brebet,negatif
cari bahlilrakyat sll korban,negatif
ngamau ngaku alas test on sport aja bukti apa,negatif
omengi bareng kakak,netral
pertamax podo ae boros pollll,negatif
tag akun bahlil,netral
truss isi opooo looo reekpertalite bosok pertamax yo bosok sisanpiye loooh,negatif
cuman isi pertalite pertamax pertamax turbo kecuali montornya karbusaya pelihara montor karbu cuman vga zr taon aman aja pakai pertalite lhaaa paham tidak beda montor karburator injeksi,netral
korban mogok pas bar tinggal alias habis krn sisa ampas motor rusak tidak nyedot istilah bensin bar tidak,negatif
kesel bensin ku isi pop ice,negatif
bahlil posisi,netral
pertamax aman ja kah,netral
spdaku jugak brebet abis ngisi bensin,negatif
bahlil etik,negatif
motor tidak jalan,negatif
gnt pertamax krn ngeri pertalite takut turun mesin,negatif
motor brebet isi pertamax,negatif
anak bangsa pandai bensin mbk yo dukung ntuk kembang,positif
lil bahlil,netral
pntesan motor lngsung tidak enak klau gass,negatif
smpe kalsel,netral
from now on dont trust pertamina anymore,negatif
sepeda ku ya berebbet bunyi,negatif
tidak ucupin hbd ni,netral
bahlil sruh liat,netral
dah motor habis isi petralait jln arjuno brebet ahirnya bawa kebingkil,negatif
air ethanol ethanol campur air kyknya,netral
rugi rakyat,negatif
komisi lindung customer ko diam aja,negatif
sidak kalimantan byk kendara mogok isi dipom,negatif
pom bensin curang sidak pom indonesia,negatif
kalao kemarin percaya bang,negatif
motor ku brebet pakkk,negatif
motor laki brebes bocor knalpot akibat bakar tidak stabil ya ampun blm kluar dealer,negatif
mtor pcx kilometer bru rbu rebet anjirr lahhhhhhh opo krna bensin pertamax trpaksa isi pertamax gara shell vivo kgk adaa,negatif
motor brebet parah sampk masuk bengkel kali alhmdllh ganti bensin normal,positif
sue pindah pertamax nek tidak ngunu turbo ra percoyo pertalite,negatif
alhamdulillah pertamax turbo aman,positif
cok goblok,negatif
bahlil garanya,negatif
bahlil gantung tri goblok,negatif
laku anak anjing,negatif
ya perintah tuh dzalim banget rakyat nyabener dari sisi main allah rakyat gabisa apa izinin nuntut akhirat,negatif
kacau kacau jawa,negatif
bahlil anj motor gua brebet ngtd,negatif
tidak nge dor kah greget bnget ama si goblin,negatif
bahlul anj,negatif
bersih nama pertamax karna pertamax oplos merek pertamax bnyk beli lgi,negatif
bang motor pake ngojol rebet kaya kaga tenaga nyh paksa in aja gas soalnyh ngojol,negatif
untung tidak bbm gratis,positif
pake pertamax campur tidak motor ngerasa dampak isi pertalite,netral
wkwkw oplos pas smd juni kemarinbensinnya campur jdinya brebet smd sampe mobil jgad ampe tangki karat,negatif
betah indogila sihgua muak,negatif
bahlil asw,negatif
gess tidak milih kader partai golkar,negatif
pertamax aja tangki motor karat,negatif
heran pertalite botol warung madura tidak liat campur ya warung madura pertalite,negatif
untung aja motor tidak kena pas habis kemaren milih ngisi ecer tetangga kulak minggu aman,positif
akhem,netral
pipis bahlil,negatif
gara orang,negatif
apa laku laku main an jing an jing tidak rela dunia akhirat,negatif
bahlil kasih ethanol pertamina kambing hitam kasih solusi komplain spbu pertamina tidak gugat bahlil bijak ethanol mana kadar api motor sportmoge,negatif
salamin gua ama bahlil bang,netral
gua ngalamin padang rembet karna isi pertalitee,negatif
lha kyknya orang hbs isi bahan bakar pertamina lgsg mbrebet,negatif
motor scoopy tidak ku pake minggu tidak pake isi pertalite abis isi besok lgsg brebet sampek malu,negatif
sangu busi sing akeh jare gur perkoro busi pertamina pancen kok bosok,negatif
tuku o bp guys uda normal stok e,positif
peda rusak tidak kaget nek seng nggowo wedok,negatif
pertalite pertamax turbo,netral
motor ku supra x aman wae pake pertalite tanggal okt isi full pertalite tanggal motor lgsg brebet brebet dangdut motor nyendat lampu merah ato palang ka mesti mogok haduuuhhhhh iki jane maksute opo tooooo cb perintah lekas tangan mslah kaum dang mending sprti motor ria ganggu brebet motor motor tua susaaahhhhh monggo bpk prabowo hormat mslah cpt atas orang susah motor cm lha gin,negatif
mbakk varionya isi pertamax teruss gapernah isi pertalite motor varioku isi pertamax aman mbak hayo jangan adi ngadii motor rumah aman aja tuh tpi alam tmn sy hbis beli pertamax trus brebet tpiii isi pertalite kn kandung etanol pertalit kakak,netral
pake cair aditif ikat air aja kakd campur isi bensinbiar tidak brebet,positif
bahlil,netral
mohon spbu pontianak kalimantan barat periksa motor rusak alam bensin campur air bensin kandung air,negatif
bebeapa motor pake jalan,netral
mauk maju indonesia samsing,negatif
bengkel full senyum,positif
salah tidak ngaku,negatif
kemaren pas beli pegawai pomnya pertalitenya kayak viral t mbak mbak tidak jual aja,negatif
klu rakyat jelata langsung tangkap klu ajar jabat pura tidak lihat,negatif
ngrasain brebet,negatif
maknya skrng motor bnyak rusak,negatif
haduhhh konoha konoha gmn majuu,negatif
motor boros sbelumnya engga,negatif
cek cctv komplin jangan nunggu jam boss,netral
motor mati total,negatif
rumah bahlil waspada hati rakyat,negatif
teman alami sprti pom cmn tk mumkin ngaku orang man kpds rakyat,negatif
pertamina tidak aku curi ngaku penuh penjara,negatif
motor brebet isi bensin pom kadang mesin mati,negatif
sidak spbu trawas beli pertamax motor brebett masuk bengkel habis anjiir,negatif
hancur,negatif
beat street mba pake pertamax turbo pertamax green tidak gitu ya ngisi shel aman,positif
ulah direktur,negatif
teman teman anak montornya yamaha brebet aman montorku vario kemarin brebet parah gara isi pertamax montor kakak nmax aman,negatif
ngene iki rakyat seng kenek imbas e sepeda mogok pas wayae mapak sekolah mogok pas budal kerjo opo tidak telat mogok pas tidak due duek mogok pas budal sekolah,negatif
mba kaya kemarin kampus mati jalan tidak jalan,negatif
minggu pagi motor nyala suara mesin kyk berat ndret gtulah sblmnya isi pertalite msih bar kedip lngsung ngisi pertamax soale takut habis jalan krn jalan pagi slm jln ssekali pas narik gas nggk laju pas lpas ngegas sndiri medeni poll sore pulang dket rumah jalan raya pas tikung ngurangin gas ya matiiaku nyalain mati laginyalain jln mtr mtr mati pdhl pagi ngisi full tank pertamax pulang kurang bar kyk tidak tenaga tuh motor alhasil dorong bengkel kta kang bngkelnya pompa bensin tidak gas jd ngganti busi pompa habis an trus kemarin coba kuras bensin liat nggk campur putih kyk video ya diemin brpa bensin botol info dongg,negatif
kitaaa brangkat kerja jarak tempuh lumayan jauhh tb mati kek gin tidak bom gajiann jugaaa gmnaaa byar motor bengkell coba bayanginnnnn pemerintahhh tuh tidak mikir apaaa ajaaa udaaa kek jahatt kaliaannnn sm pdhal bensin kitaa yaa beli tidak dikasihhhh,negatif
iyo jasik dah yo ndredet goro bensin,negatif
varione ojo ploi,negatif
pantesan sepeda brebet,negatif
pantes motor gua brebet motor sehat awat,negatif
enak beli ecer klu campur,positif
pantes ngeden gas ngancleng gtu,negatif
orak campor uyoh e bahlil ssn,negatif
jember jawa timur berebbett,negatif
sma kakak madura pamekasan brebetnya ampun,negatif
motor brebet,negatif
orang klau tidak koropsi tidak makan ta,negatif
tangkp pertamina,negatif
motor yo korban petramak brebet mbrebet sopo sg tangung,negatif
ekspresi bahlil,netral
parah banget ya pertamina campur kek gin,negatif
motor brebet macet cet,negatif
pagi motor mogok kali,negatif
motor sy brebet,negatif
daerah sinjal jiga kndraan ya,netral
bahenol,positif
nyata sy alami mtr lsg tidak jln msk bengkeltrnyata dbgkel byk orang korban sm kyak alam,negatif
bumn tidak rugi ya kualitas kirakira,netral
salin negeri,netral
ama kakak ku ngisi bensin air,negatif
bukan rekayasa daerah kalimantan selatan banjar masin jua kaya gitu motor mogok,negatif
tanjung pinang aman pertalite,positif
emang dancookk iblis pertamina,negatif
korban aja elak cari solusi etanol rangin kek kek,negatif
bentar tanggap perintah tidak kaget ya ngeluarin statement bodo kek karna motor blm biasa sesuai ngomong lulus sma tidak basic mekanik,negatif
salah upaya bah buka juta lowong kerja mewujutkan visi misi juta loker rujuk dampak bengkel dadak buka loker indo,negatif
paham bang konten elu ngasih netizen wakil asa bg kali usernamenya sensor takut doi diapain tikus sono,positif
beneran kena tidak hoaks,negatif
masuk surga jalur dzolimi jabat,negatif
ku ketik bahlil azab komenku hilang bjir,negatif
ngunnu pertimini seh ngejel standar bbm sesuai,netral
kaluan th pelakux nyata menteri bahlil ide ndk brani usut,negatif
pengaruh bensin busi ya serius nanya,netral
baklilll baklilll,negatif
pertamax full dipake hari mblayu letoy gas e ilang isi bp full tank serasa minum vitamin jamu bp mantab shell super tunggu full tank pertamina jual es juice es legen ben tidak ono sing brebet jabat sing gaji digit,negatif
nemen ngene,negatif
satu,netral
motor alami rusa akibat bensin urus data lengkap rtrw dst,negatif
guru guwa sengaja masyrakat ganti kendara listrik,netral
yaudah isi solar aja sikit sikit oplos,negatif
pertamina denial anjir bukan sadar baik kualitas,negatif
jawa aja ya untung kota jakarta alhamdulillah enggak,positif
baekot aja,negatif
sepeda brebet ahinya macet,negatif
ngeles ae pertamina,negatif
sepedaqu berebbet isi pertalet,negatif
copot bahlil prabowo,negatif
bahlil bahlil wes wes,negatif
fakta campur,netral
malang singosari wis tidak aman lurrr,negatif
kemarin tabrak mobil motor mati mesin rebet,negatif
plisslah bujangmotorku brebet anj,negatif
iya kemaren nak korban pertalite motor brebet trus mogok pas servis buang smua isi pertalet ya trus busi mati,negatif
kamis pagi sepeda enak banget kamis sore isi bensin full pertamax jumat pagi brebet tolong,negatif
allah gua,negatif
termul rakyat jawa gibran solo mah perintah cari solusi sabarin ajah,netral
dasar tri bahlul,negatif
pantas,negatif
turbo kosong turbo,negatif
rakyat rugi,negatif
pake tamak mba,negatif
jumat ponakan kena sabtu tetangga minggu kakak pinjam motor brevet massal,negatif
pertamina salah busi bukan bensin,netral
awan ganti olibengine tuku bengsin full wes an langsung anak pacet pas balek sis wes bleret ganti uli yo mari bensin yo full eh adakno oplos banyu,negatif
bensin jelek spy pindah listrik,negatif
penak tuku shell,positif
kaltim bbrapa,netral
bukan brebet brebet bang,netral
eleh habis statement ya rakyat beli pertamax aja motor awet,negatif
mntang ksih murah ko tega ngoplos ya ya allah konoha tidak abis orang koropsi,negatif
oh bensin ku motor haduh gimana,negatif
spbu bawa botol aja tidak masukin tuh bensin tangki motor takut banget campur air masuk motor kasih harga gapapa,negatif
hy co iyayah,netral
hmzzz,netral
ramadhan,netral
lahadalia indonesia,netral
tolong paakkkk,negatif
tolong jangan masyarakat susah,negatif
tag bahlil smpai liat lahadalia,netral
e tolong dengar ya admin gerinda,netral
wiss ra normal,negatif
iya lg motor kek gin,netral
pakai tamak bilek,negatif
bukan ribu motor bg juta motor brebet,negatif
bau pertalite aja uda beda kyk bau busuk,negatif
samaaa motor keluar rusak gara pertalite wes diperbaikin ganti busi busi persis kyk gitu,negatif
pertamina monopoli aja buku bilang rugi,negatif
anjr vario ku brebet ka uda x bawa bengkel aja pertalite uda isi pertamax,negatif
pertamina kejam ya ga respek kah sm rakyat kecilkita antri karuan loh untk beli bensin bayar cash tidak utangkok tega ya pertamina perintah kayak jaman loh kerja,negatif
bahlill,netral
class action,netral
motor cedut cedut bengkel tidak ngatasi kecuali pertalite murni,negatif
usaha pertamin jangan ngerasa high value produk minyak jelek masyarakat make pertamina usaha monopoli market tidak usaha bbm masyarakat pke motor awet,negatif
pertamina the only one sedia bahan bakar indonesia tidak evaluasi bjir,negatif
dosa sak terdzolimi tanggung pertamina akhirat,negatif
bahasa daerah jatim kyanya sabotase daerah situ daerah aman aja gua pake full pertalite motor aja,netral
tuhh liat jelek bahan bakar motor beli kuda,negatif
knap bengsin skrang,negatif
lahadalia,netral
woy bahlull si bahlul lahadalia,negatif
lahadalia ayo yoopo perintah korban e ws uakeh ndang tangan ojo ngomong tok ae sg gede,negatif
iki pertamax yo pis,netral
rakabuming ri solidaritas indonesia gimana ug hormat fakta lapang,negatif
motor ku vario karna diberitahu akun nama bengkel rakyat motor pakai nyala mnt ethanol suhu atas derajatgw lupa ntah derajat diberitahu akun nama rakyatpekanbaru,netral
ganti rugi loo,negatif
punya lubang tangki bensin tuh karat gitu motor barumakin tidak beres pertamina tolong laporin min,negatif
komplain kembali sheeell si kuning lahadalia,negatif
bahlil anj,negatif
supra ora resiko,positif
ganti bensin truk main,netral
mobil kayak bunyi ketek ketek gitu kayak geter gitu paham tidak pdhl matic isi pertamax tidak kek gitu bunyi mesinnyakira karna pertalite bukan sihh krn bawa service ya ajacuma saran ganti pertamax,negatif
pertamina jual air,negatif
ya allah motor mio jadul satu nya skrng rusakawalnya brebet lama gas ngempos skrng jalan tidak bisakita rakyat pakklo tidak bantu tidak jangan nambahin beban,negatif
motor teman sampek diserviss lho gara pertalite,negatif
motor sinjal mogok,negatif
bonus taun karyawan pertamina campur campur untung gede,positif
isi bensin pom usaha bon beli kait produk pertamina aju klaim,netral
podo mbak poleh ta isi pertamax turbo iki beat wes brebet,negatif
pertamincuk banyak koruptol,negatif
presiden bahlil wajib pecat wajib ber tanggung prabowo,negatif
gusti mboten sare terus susah rakyat terima ganjar,negatif
demo ae kantor pertamina,negatif
obong en ae pom e ben ramee,negatif
pertamina konttoooool,negatif
isi en solar mbak,netral
solusi naikin kompresi pakai bensol opo maneh nek mumet loss,netral
tuku solar ae kak,netral
isi pertalite pertamax podo bosok e haduh yo ketar tir gae pertamax iki,negatif
kakak siang dorong motor brebet jam malam kota ketemu bengkel jam lbh trauma bukan krn dorong motor cari bengkel motor brebet celaka alhamdulillah allah msh lindung tolong perintah pikir penting masyarakat nyawa taruh skrng milih bp,negatif
meso yo kate meso nang sopo intine jhancooook,negatif
respekkkk konco wedok nyetut nggae supra,positif
rakyat tahap ikhlas jabat main curang tidak demo,negatif
pakek pertalite aman aja rejekiku pastine,positif
yo gawe pertalite aman busi ganti ngejreng,positif
bbm gak murni payah,negatif
coba ae gmn mobile pns kei pertalite koyo ngono,netral
samaaa woyy brebet parahh rugi dobel dobel tidak si gara gara bensin,negatif
mana nuntut tanggung perintah nunggu uap,negatif
tidak wa aqmbak roh ngono surung embak,netral
wing ono wedok panas panas nyurung dah motor gatheli direktur e pertamina iki tidak tanggung,negatif
perintah bobrok,negatif
yudhi sadewa,netral
beat ku kayak kakak rusak kemarin beli,negatif
pertamina iki asline krungu opo igak,negatif
varioku yo mogok gaes,negatif
ya allah kl buru tidak bayang nyeselnya kek,negatif
lapor polisi,negatif
spedaku wes brebet x gara pertamina isie pertamax seng beat parah brebet e sampe ganti injector,negatif
ya ngpain coba pke pertalitegua pnya pcx adv dri aja smpe skrng gprnh pke pertalie bukan sombong tpi gprnh aja pke pertalite,netral
honda ap kabar,netral
motor brebet ngempos gas tidak iniudah dibengkelin disaranin suruh pakai shell,negatif
stop pertalite biasa pakai pertamax atuh,negatif
pertamina kl terus mayarakat kecewa masyarakat rugi kantorpom obong jangan main masyarakat beli bukan,negatif
motor gua brebet semenjak pake pertalite anj,negatif
kendara racun,negatif
tidak jujur pertamina pom bensin ya,negatif
lahadalia garagara elu sial,negatif
serius si bahlil tidak ganti si bahlil rakyat pusing,negatif
terimakasih lahadalia,positif
tidak nyaman mahal murah ajah uang ri,negatif
tolong gmn solusi capek bgd sumpah,negatif
lahadalia maha ieu,netral
denger ni,netral
setiawan,netral
memeg,netral
motor yo mbrebet mb,negatif
bahlul,negatif
samaa njir motor gin nak njir,negatif
kakk beat ku bom taun pas isi pertalite langsung masalah mesin,negatif
pertalite campur pertamax soale brebet gitu abis,negatif
montorku sis mbentek rb anak bengkel,negatif
kmrin ak mbrebet sampe mati jalan minggu bar service apkarna bensin ya,negatif
wes penak gawe shell kon tutup,negatif
sepeda vario mending pertamax ajaron,negatif
pas mangkel mergo ngono ndongoo mbakben jabat sing dholim ndang ketangkep kabeh,negatif
podo scoopyku brebett,negatif
jarene lawak bagio biyen pertamina singkatane tahun minyak,netral
ijolno supra ae mbak enak awet tahan banting,negatif
lahadalia,netral
mbak podo,negatif
pertamina tanggung mbk e korupsi cepet,negatif
peda yo brebet mbak kiro opoo motor yo anyar,negatif
korban bang,negatif
tolong samean nang omah e bahlil mbak,negatif
ayo rin sorong semangaaat ayo pertamina bubar ae lek kualitas nggateli ancooooor nyusahno rakyat jabat balik pertamina melek o mata,negatif
pertamina suruh tanggung ya ogahh lahhhh suruh korupsi okelahhhhhhh,negatif
hayooo lhooo,netral
lahadalia,netral
swasta minyak pertamina podo wae,negatif
iyo mo mangkel,negatif
piye ki tidak karu an isi pertalite brebet ganti pertamax tidak nemen nyala mati nyala mati,negatif
tinggal daerah isi tidak pom bensin pertamina,negatif
demo pertamina kwalitas pertalite buruk hrs tanggungjawab motor orang rusak baik mahal hrs gantirugi,negatif
sengaja campur air tangki pendam spbu bocor cemar air,negatif
dah isi banyu putih ae,netral
motor ku nyendat,negatif
kalsel kena pertalit brebet,negatif
banjarmasin gimna,netral
sepeda motor baruikut brebet mogokgimna solusi,negatif
bahlul bahlul nyari aja tri tidak becus,negatif
wihh ngeriii beli situ,negatif
rapz klk e gara nilhh motor ku oke,positif
anjng lahpom suasta beklis si dajjal nyari sempat tidak kompetitor,negatif
jangan salahin bensin barangkali mesin,netral
pertalitepertamax dll oplos bang mtr korban brebet nya kirain emng dasar gwnya aja cewek makenya asalanpdhl oli aki ganti emng pda oplos bensinya,negatif
ekspresi si fefek liat vidio,netral
demo,netral
coba masyarakat kompak jangan bayar pajak,negatif
skenario teori premium hilang suruh pertalite drama oplos suruh pindah pertamax drama pindah turbo deklite mahal kualitasny depan disamaratakan,negatif
bang baca e brebet baca e enam,negatif
ethanol,netral
saran kaa rekomendasi bensin pertalite,netral
dengernya pertalite setanol,netral
pertamax mogok jir,negatif
pertalite pertamina pelittt,negatif
bahenol bahlil etanol,negatif
habibullah,netral
gilakkk yaa sepeda mati jalan untung tidak tabrak,negatif
jare pe tangung pertamina,netral
etanol kak,netral
motor beat nyoba isi pertamax berat kayak nerobos banjir,negatif
tri esdm,netral
pertamina tanggung motor mogok,negatif
bahlul kon dorong mbak,negatif
pom ngge kak jagaklo ngisi,netral
riau iya jugak,netral
panik,negatif
campur air bahaya bget takap saj kasih air,negatif
rakyat bayar pajak rugi ganti rugi ku ulang ganti rugi,negatif
aneh pas jabat sidak nyata pertalite aman aja anj kapital,negatif
motor rusak anjirrr kyk gin bengkel habis jt tidak ngaruh sadar gegara pertalitenyaaa,negatif
banjarmasin motor brebet,negatif
suen langsung ae sidang,negatif
smua pulau pakkami banjarmasin byk mogokminta tolong usut pa,negatif
heran pertamina bilang aman ajaa yaaa bingung,negatif
ngene jare cak ji ting,netral
prabowo mohon tindakada curang pertamina,negatif
pertamina tidak ngaku kalimantan kya gitu motor yng rusak habis ngisi bensin pertamina,negatif
motor mati tibaterus pas jalan efek bensin ada sma,negatif
kalsel mogok sepeda motor hbis ngisi dpomdengrkn keluh masyarakat peresedin prabowo,negatif
mtr brebet bru tdi pagi isi prtamax kerja mogok mati,negatif
pecat s bahlul,negatif
bensin zaman tidak,netral
pom bensin jiwo,netral
bahlil posisi,netral
jual bensin oplos negorone pye iki,negatif
jawa merdeka tu pulau kena musibah mulu heran,negatif
gara gara bahlil,negatif
usut menteri esdmnya min kerja tidak becus,negatif
parah pertamina rakyat beli tidak pernh hutang rugi skrng oplos tmbh dengn etanolkualat loh,negatif
niat untung ngoplos pertalite tidak laku lg,negatif
bahlil full senyum,negatif
bahlil mikir tidak tu,negatif
negara konoha rusak negara,negatif
alhamdulillah pertamax,positif
heran tidak demo anomali resah,negatif
buat goblin ijo bibit korupsi hitam indonesia contoh buruk generasi,negatif
rebet bg bukan rebet,netral
nyiksa rakyat,negatif
isi pakai bahan bakar pesawat mesin modifikasi diesel realistis,netral
gapaham si bahlil msih kerja,negatif
djjl bener menteri esdm,negatif
bahlil kon,negatif
trus gimna shell kosong balil zholim,negatif
bahlill anjj,negatif
lil lil lil bahlin goblin si curi nikel pemabok ethanol meme tolong ya,negatif
tidak bang tidak pertalite doang gua isi pertamek brebet brebet,negatif
sumpah rugi tidak duit bensin aja biaya service tidak murah laknat banget sumpah hasil rakyat derita,negatif
ya allah menteri mneteri gilaaaaa smuaaa allahu akbar,negatif
iya cok nyusahkan rakyat umr seihklas,negatif
santai aja masuk surga jalur zolimi perintah,negatif
demo c bahlil ulah,negatif
babi b teman,negatif
mtorku vario ben dino go pertalite alhamdulillah ora brebet seh soale cop busi ampe busi ne ganti seng racing awale brebet go pertalite pas busine gawan mtor ambe cop busine saiki aman rek,positif
sopan banget sukses ortu besar n didik dek untung laki kelak suami,positif
pnyae tmnku beat street e rusak,negatif
karyawan e pertimini pas protes ngomong e sepeda e seng rusuh,negatif
iki perintah turu a,netral
gua takut liat tandon air oren,negatif
audit direktur pertamina,netral
kelakuane mr b,netral
model,netral
sepeda ya mbrebet,negatif
pantes motor ku brebet,negatif
ngasih saran pertalite campur etanol sok sibuk nyusahin orang the real beban negara,negatif
heran si bahlil bijak banyak blunder mulu,negatif
beli pentol beli busi,netral
kang bengkel makasih bahlil beli ben bahlil kon,positif
bahlil pecat,negatif
puodooooo,negatif
sana spbu kode kah,netral
demo suruh pergi atur produk negeri sell ijin bebas jual indo,negatif
ket wing ko seliwer nang beranda motor do mogok iki area jatimsmoga cpt atas pertaminawah ngerugi uwong akeh nek ngene ki smoga area jateng jogya ttp aman,negatif
perintah denger suara rakyat tidak,negatif
dosa pertamina masyarakat indonesia sengsara sepeda rusak,negatif
perintah konoha cap gathel nyusahne cilik tok,negatif
mesoh a lek ijoli duet bengkel,negatif
up,netral
bahlil tidak turun besok netijen nak,netral
tiwas ngisi full pertamax mosok isi kuah rawon,negatif
nyata negara selalubikun susah rakyat,negatif
rindu ngisi nang indostasion soale wes podo tutup paksa pertamax,negatif
vario ku saiki yo kuk kuk mosok podo karo mbrebet,negatif
salah pake pertalite motor ko isi bensin subsidi sing salah,netral
sumpah kalimantan kyk gin serentak brebet april,negatif
wis alih bp,netral
pom bensin mobil sepi beli ikhlasin aja langgan pertamina,negatif
pokok ojok kongkon tanggung,negatif
opo enake isi ambek alkohol campur kuku bima ae yo,negatif
ting kompresi kendara pakemau hemat motor jalan,netral
ayo tanggung iniapa demo benah,negatif
ws akeh kjdian ngene perintah mneng ae,negatif
e mba motor ya brebet bawa bengkel kah kak mohon saran,negatif
ganti menteri tambang,negatif
bar tekko tumbas pertamax cahh,netral
doa aj,netral
susah susah,negatif
darurat bbm,negatif
thun tidak pom isi beli ecer aja desa tpi alhamdulillah aman aja minus mahal aja liter,negatif
dok en lil bahlil,positif
masyarakat indonesia serama muak perintah gabpecat bahlil nunggu coba anj,negatif
poro jabat ng ndi iki gubernur bupati sg turun cak ji walkot suroboyo,negatif
iyo wes tanggung jawabrabi,netral
pake onthel sehat tidak boros kantong,positif
mbak lak beli bensin nang pertamina mintao struk bukti ben isok lapor,negatif
wing beat ku isi pertalite nenk pom bensin danakarya alhamdulillah sek aman kakyo opo mnh ngenteni shell opo bp podo kosong kbh motore selak gawe kerjo bahlil ancene njalok koyek,negatif
motor kena anj dasar pertamina anj kualitas rendah anj mtor selesai nyicilnya kena injektornya gara gara isi bahan bakar pom pertamina pom ttng bensin campur air isi situ rusak motor anj anj pertamina anj,negatif
bahlil b,netral
untung tampa pikir rugi orang,negatif
lngsung jdiin judul skripsi aja kak,netral
kuwi montormu kepanasen gr etanolyo ketok e adem njero panasdadi busine matibusi kerak e parah resik mari jare masalahe nek busine jare pertaminamakane kudune bengkel podo speak up lk ora yo panggah golek alas pertamina anccukkk,negatif
scoopyku pakai pertamax brebet pis,negatif
mulyono opung bahlil,netral
hisab perintah negara mayoritas muslim kalah akhlak jepang negara mayoritas non muslim,negatif
saran ngotak ngatik mending ganti dlu aja dasar dasar kuras tangki ganti busi kuning bbm ganti pertamax turbo beli dlu ganti pertamax biru sekira berbed bawa bngkel,netral
bbm maha enggak qualitymenteri aja goblok,negatif
ngeles,negatif
rakabuming pakkkk tolong lahh montorku brebet,negatif
kapok,negatif
monggo pers kn,netral
tidak opo rek bengkele neng pro bahlil dwekke,negatif
malam vario tetiba mogok bensin paro kyok e ya gr bnsin kmren sabtu isi full,negatif
mangkane isio bp,netral
kayak gin gimana rakyat susah susah loh huhuu,negatif
konco sangar mbak,positif
